FIPS,county_clean,State,married.slope_2022,unmarried.slope_2022,household_volatility,E_POV150,E_UNINSUR,E_CROWD,E_NOVEH,E_MINRTY,E_AGE65,healthcare_vulnerability,disease_risk_score,covid_cases,covid_cases_per_100k
45001,"abbeville, south carolina",SC,-164.9,94.5922456319386,259.4922456319386,6888,2825,216,806,7780,5318,3041,1928.3968982527754,6655,27072.6547880563
22001,"acadia, louisiana",LA,-1780.13390442729,-275.461166774403,2055.595071201693,21110,5435,564,1684,14195,9617,5999,4421.638028480677,18241,29245.9636690128
51001,"accomack, virginia",VA,-150.004222996533,-45.0428571428572,195.0470801393902,10406,4488,296,1239,13055,7655,4784,2948.418832055756,9295,28547.2972972973
16001,"ada, idaho",ID,5591.46071428571,2268.66428571429,7860.125,69468,35883,2733,6608,74243,67892,38616,26313.649999999998,161975,34501.4516276761
19001,"adair, iowa",IA,-75.8535714285714,142.008268218488,217.8618396470594,1388,315,16,93,331,1577,331,285.7447358588238,1794,25454.0295119183
21001,"adair, kentucky",KY,-56.8464285714286,94.5922456319386,151.4386742033672,5802,972,116,365,1455,3618,1088,713.3754696813469,7803,40292.2647939688
29001,"adair, missouri",MO,206.378943115735,-315.914690949023,522.293634064758,7796,2147,55,661,2772,3751,2202,1530.1174536259032,6770,26582.3778859746
40001,"adair, oklahoma",OK,-232.610714285714,47.4678571428571,280.0785714285711,8701,5717,336,662,13479,3477,6053,3743.831428571428,9983,45027.2878986063
08001,"adams, colorado",CO,4129.75714285714,1673.93571428571,5803.69285714285,90177,51909,8117,7175,259504,53302,60026,38337.07714285714,168289,33007.939683511
16003,"adams, idaho",ID,158.897527472531,23.1607142857143,182.05824175824532,931,459,33,25,348,1266,492,368.0232967032981,828,19714.2857142857
17001,"adams, illinois",IL,-734.635084033624,252.4731092437,987.1081932773241,13408,3082,452,1992,5682,13282,3534,2515.24327731093,26914,40983.7064108421
18001,"adams, indiana",IN,557.449315577745,-24.3539431157078,581.8032586934528,10299,6831,474,1444,2383,5451,7305,4615.721303477381,7602,21387.5759621877
19003,"adams, iowa",IA,-45.7071428571429,-10.0831625452265,55.7903054023694,688,236,12,66,137,836,248,171.11612216094775,931,25626.204238921
28001,"adams, mississippi",MS,-161.407142857143,94.5922456319386,255.99938848908158,12588,4105,87,1211,19827,5811,4192,2617.5997553956327,8703,27981.2236761727
31001,"adams, nebraska",NE,-174.192857142857,-115.063477698779,289.256334841636,6292,1911,329,719,4629,5620,2240,1459.7025339366544,6499,20604.9269205162
38001,"adams, north dakota",ND,-71.6061247575963,12.2585488041377,83.86467356173401,456,179,9,71,147,584,188,146.3458694246936,703,30955.5261999119
39001,"adams, ohio",OH,328.948513251467,-189.918810601164,518.867323852631,9087,2322,197,910,1049,4956,2519,1718.9469295410522,9012,32551.9234242369
42001,"adams, pennsylvania",PA,-142.234068110585,143.753571428571,285.987639539156,13573,5656,468,1726,11624,20884,6124,3788.7950558156626,32070,31249.0864977053
53001,"adams, washington",WA,568.88540828228,36.1357142857143,605.0211225679943,6722,3105,619,343,13123,2194,3724,2476.408449027198,5686,28860.0142117552
55001,"adams, wisconsin",WI,92.5024402068666,94.3714285714286,186.8738687782952,4291,924,159,391,2024,5949,1083,724.549547511318,5940,29394.2992874109
50001,"addison, vermont",VT,-56.8464285714286,107.535714285714,164.38214285714258,4530,1985,188,730,2848,7409,2173,1369.552857142857,6940,18783.6630849595
000NA,"adjuntas municipio, puerto rico",NA,-282.003571428571,71.275,353.278571428571,NA,NA,NA,NA,NA,NA,0,141.31142857142842,NA,NA
000NA,"aguada municipio, puerto rico",NA,-659.389285714286,150.946428571429,810.335714285715,NA,NA,NA,NA,NA,NA,0,324.134285714286,NA,NA
000NA,"aguadilla municipio, puerto rico",NA,-905.428571428571,255.889285714286,1161.317857142857,NA,NA,NA,NA,NA,NA,0,464.52714285714285,NA,NA
000NA,"aguas buenas municipio, puerto rico",NA,-460.875,67.8785714285714,528.7535714285714,NA,NA,NA,NA,NA,NA,0,211.50142857142856,NA,NA
000NA,"aibonito municipio, puerto rico",NA,-364.332142857143,126.614285714286,490.946428571429,NA,NA,NA,NA,NA,NA,0,196.3785714285716,NA,NA
45003,"aiken, south carolina",SC,793.75,475.675,1269.425,41222,16232,1027,4011,58008,32791,17259,10863.17,41767,24576.4856102197
27001,"aitkin, minnesota",MN,-82.7464285714286,94.5922456319386,177.3386742033672,3563,691,108,369,995,5233,799,550.3354696813468,3184,20118.7918614937
12001,"alachua, florida",FL,1643.35,888.032142857143,2531.3821428571428,76476,21916,1989,7572,106008,37968,23905,15355.552857142857,90634,33805.4120587083
37001,"alamance, north carolina",NC,1084.89642857143,573.125,1658.02142857143,42094,17902,1180,3108,61327,27867,19082,12112.40857142857,62441,37582.4585901387
06001,"alameda, california",CA,13292.7107142857,2768.14285714286,16060.85357142856,233543,70389,45236,53539,1153001,231186,115625,75799.34142857142,389331,23431.3161417057
08003,"alamosa, colorado",CO,-309.664454348385,-52.1518907563004,361.8163451046854,5437,1769,328,497,8511,2242,2097,1402.9265380418742,6080,37640.0668606451
36001,"albany, new york",NY,-56.8464285714286,722.510714285714,779.3571428571427,53448,9145,1791,16870,88073,51871,10936,6873.342857142857,80346,26242.7122629954
56001,"albany, wyoming",WY,-210.912411118334,-287.089221073053,498.001632191387,10344,3286,168,874,6955,4595,3454,2271.6006528765547,11661,30159.8386095593
51003,"albemarle, virginia",VA,495.357142857143,440.585714285714,935.9428571428571,12005,6927,483,1923,25416,20197,7410,4820.377142857143,25822,23729.3119767688
26001,"alcona, michigan",MI,-124.128571428571,34.6428571428571,158.7714285714281,2570,463,45,171,471,3766,508,368.30857142857127,2005,19286.2639476722
28003,"alcorn, mississippi",MS,-328.753571428571,116.125,444.878571428571,12265,5001,193,903,6810,6814,5194,3294.3514285714286,12937,34910.1408602731
02013,"aleutians east borough, alaska",AK,62.9857142857143,30.5821428571429,93.5678571428572,698,1345,30,220,2939,381,1375,862.4271428571428,796,23487.7544998525
02016,"aleutians west census area, alaska",AK,92.4035714285714,45.0892857142857,137.4928571428571,616,937,153,164,4385,430,1090,708.9971428571429,1167,20444.9894884373
17003,"alexander, illinois",IL,-96.7464285714286,-29.55,126.29642857142859,2233,465,25,234,2242,1352,490,344.5185714285714,1523,25336.8823822991
37003,"alexander, north carolina",NC,169.088073691033,274.960502944887,444.04857663592003,8227,3240,369,488,4954,7541,3609,2343.019430654368,12844,34461.1091733519
51510,"alexandria city, virginia",VA,1178.30357142857,555.257142857143,1733.560714285713,23129,14852,2979,7416,76635,18424,17831,11392.024285714286,46085,29110.7896582001
40003,"alfalfa, oklahoma",OK,-52.8169830534607,39.7247153930366,92.54169844649729,921,488,45,52,976,1120,533,356.8166793785989,1896,32740.4593334485
26003,"alger, michigan",MI,-56.8464285714286,68.7129640970379,125.5593926684665,1690,446,57,230,1505,2299,503,352.0237570673866,2180,23961.3101780611
19005,"allamakee, iowa",IA,-50.7392857142857,29.6214285714286,80.3607142857143,2569,1092,83,238,1390,3111,1175,737.1442857142857,3212,23341.3269384492
26005,"allegan, michigan",MI,308.257142857143,96.0642857142857,404.32142857142867,19563,5761,1068,1680,14757,19327,6829,4259.128571428571,32553,27798.3672632873
24001,"allegany, maryland",MD,-482.585714285714,465.52248955518,948.108203840894,16509,2947,217,2331,9517,14319,3164,2277.6432815363573,19335,27231.6272781048
36003,"allegany, new york",NY,-208.303571428571,94.5922456319386,302.89581706050956,11057,2797,285,1370,2640,8726,3082,1970.3583268242037,11023,23805.7187284036
37005,"alleghany, north carolina",NC,135.173536382616,131.334663865557,266.508200248173,3955,1166,97,301,1470,3047,1263,864.4032800992692,3810,34370.7713125846
51005,"alleghany, virginia",VA,-187.146428571429,-50.696153846151,237.84258241758,3471,814,52,502,1297,3634,866,614.7370329670321,4603,30625.4158349967
42003,"allegheny, pennsylvania",PA,646.18644149974,3289.37857142857,3935.56501292831,212117,46333,4697,72338,269795,230745,51030,32192.226005171324,344409,28267.7818086311
18003,"allen, indiana",IN,813.407142857143,1031.18571428571,1844.592857142853,81275,29921,2123,8465,100798,54745,32044,19964.23714285714,103712,27618.2360460162
20001,"allen, kansas",KS,-138.753571428571,-295.009643003345,433.763214431916,3205,759,28,345,1268,2582,787,645.7052857727664,5021,40158.3619931217
21003,"allen, kentucky",KY,-269.377795733701,109.640835776925,379.01863151062605,5998,1516,253,416,1058,3691,1769,1213.0074526042504,8512,40408.2601471635
39003,"allen, ohio",OH,-633.960714285714,333.996428571429,967.957142857143,22183,6583,381,3439,20505,18159,6964,4565.5828571428565,34498,33555.7544159988
22003,"allen, louisiana",LA,-246.460714285714,94.5922456319386,341.05295991765263,5338,1440,355,504,7546,3732,1795,1213.421183967061,8819,34486.9388393555
45005,"allendale, south carolina",SC,-81.25,34.6464285714286,115.8964285714286,3112,910,94,595,6852,1787,1004,648.7585714285714,2093,23813.8582318808
26007,"alpena, michigan",MI,-299.378571428571,107.992857142857,407.371428571428,7492,1339,68,944,1367,6604,1407,1007.1485714285711,6823,23998.4523935141
06003,"alpine, california",CA,50.2948771816427,18.0861344537825,68.3810116354252,227,88,15,13,564,337,103,89.15240465417008,139,11993.097497843
06005,"amador, california",CA,566.046428571397,350.270494718105,916.316923289502,5416,1817,381,1009,9062,10537,2198,1685.326769315801,10716,27460.7282884453
51007,"amelia, virginia",VA,98.1392857142857,27.1795900352299,125.3188757495156,2725,880,365,165,3507,2526,1245,797.1275502998062,3643,28087.8951426369
51009,"amherst, virginia",VA,-56.8464285714286,335.825145993382,392.6715745648106,6277,2748,293,615,8027,6621,3041,1981.6686298259242,9771,30743.81725505
28005,"amite, mississippi",MS,-179.828151260503,218.398919511586,398.227070772089,4970,1648,101,528,5256,2895,1749,1208.6908283088355,3907,31658.6986467871
02020,"anchorage municipality, alaska",AK,-1783.29350355512,447.589285714286,2230.882789269406,42557,29680,4800,5828,126363,32377,34480,21580.353115707763,121391,41559.4508541888
20003,"anderson, kansas",KS,-56.8464285714286,-63.0852294764081,119.9316580478367,1838,982,21,125,462,1661,1003,649.7726632191346,2540,32245.7788498159
21005,"anderson, kentucky",KY,-56.8464285714286,66.7107142857143,123.5571428571429,5166,816,54,347,1514,3544,870,571.4228571428572,8489,37595.2170062002
45007,"anderson, south carolina",SC,795.3,528.914285714286,1324.214285714286,47906,20251,2080,5016,45789,35993,22331,13928.285714285716,58025,28985.9778302853
47001,"anderson, tennessee",TN,662.847640594788,550.350690789521,1213.1983313843089,18392,6741,586,1474,8685,15193,7327,4881.479332553723,22095,28877.4456628285
48001,"anderson, texas",TX,-56.8464285714286,94.5922456319386,151.4386742033672,11255,6462,718,827,24275,8381,7180,4368.5754696813465,11389,19664.3472555554
29003,"andrew, missouri",MO,-56.8464285714286,-25.025517129925,81.87194570135361,2867,1116,24,270,1013,3367,1140,716.7487782805415,5704,32494.0184573317
48003,"andrews, texas",TX,354.732142857143,94.5922456319386,449.32438848908157,3796,3654,184,177,11010,1793,3838,2482.5297553956325,4499,24683.1623415812
23001,"androscoggin, maine",ME,-56.8464285714286,251.246428571429,308.0928571428576,22626,8402,750,4183,10620,19054,9152,5614.437142857143,28899,26768.7434002112
48005,"angelina, texas",TX,-56.8464285714286,381.294780219803,438.1412087912316,26699,15820,1440,1755,34662,14084,17260,10531.256483516492,13581,15589.0219125564
24003,"anne arundel, maryland",MD,3073.03928571429,917.707142857143,3990.746428571433,54604,23561,3595,7948,189554,85034,27156,17889.898571428574,107255,18639.3961986094
27003,"anoka, minnesota",MN,950.725,790.096428571428,1740.821428571428,38110,14585,2405,5589,70339,49536,16990,10890.32857142857,105106,29709.8438272914
37007,"anson, north carolina",NC,-583.362475759553,104.160714285714,687.523190045267,7414,2341,224,689,13525,4552,2565,1814.009276018107,8549,34993.8600081867
31003,"antelope, nebraska",NE,-58.8428571428571,30.9535714285714,89.79642857142849,1203,428,67,87,320,1485,495,332.9185714285714,1075,17022.9612034838
26009,"antrim, michigan",MI,-56.8464285714286,267.672809306532,324.51923787796056,4336,1312,125,426,1341,6348,1437,992.0076951511842,5382,23097.7211278486
04001,"apache, arizona",AZ,-384.896428571429,99.5,484.396428571429,34422,18578,2870,2849,58721,11091,21448,13062.558571428572,38277,53374.5154363165
19007,"appanoose, iowa",IA,-117.058031674209,94.5922456319386,211.6502773061476,3903,1172,83,378,634,2885,1255,837.660110922459,3403,27307.0133204943
13001,"appling, georgia",GA,-120.540684945881,-46.2857142857143,166.8263992315953,6715,2221,131,542,5733,3162,2352,1477.930559692638,3846,20870.4145864988
51011,"appomattox, virginia",VA,144.764285714286,159.317630898513,304.081916612799,3283,1214,121,248,3666,3233,1335,922.6327666451195,5088,32174.0230175794
48007,"aransas, texas",TX,-56.8464285714286,106.817857142857,163.6642857142856,7376,4229,497,578,8005,6559,4726,2901.065714285714,5777,23852.1882741536
08005,"arapahoe, colorado",CO,5057.08571428571,2011.2,7068.28571428571,87115,50808,6912,11433,263066,85418,57720,37459.31428571428,199619,30711.5603557033
48009,"archer, texas",TX,-83.9678571428571,27.2178571428571,111.1857142857142,1673,1317,51,117,1033,1775,1368,865.2742857142856,2636,30111.948823395
08007,"archuleta, colorado",CO,394.947543632865,83.5035714285714,478.45111506143644,2319,1678,196,85,3228,3501,1874,1315.7804460245745,2948,21695.6137768619
000NA,"arecibo municipio, puerto rico",NA,-1237.03571428571,284.432142857143,1521.4678571428528,NA,NA,NA,NA,NA,NA,0,608.5871428571412,NA,NA
26011,"arenac, michigan",MI,-129.810714285714,47.2714285714286,177.0821428571426,3696,852,58,481,830,3741,910,616.832857142857,3997,26623.5928861653
05001,"arkansas, arkansas",AR,-109.389285714286,-181.84486855939,291.234154273676,4839,921,170,600,5515,3406,1091,771.0936617094704,7013,39485.389336186
51013,"arlington, virginia",VA,2349.74285714286,706.6,3056.34285714286,24272,13978,3749,15048,92648,25431,17727,11858.737142857142,67482,28541.580314168
42005,"armstrong, pennsylvania",PA,-314.464285714286,83.0571428571429,397.52142857142894,13566,2632,238,2058,2096,14496,2870,1881.0085714285715,18592,28447.2733949446
48011,"armstrong, texas",TX,-56.8464285714286,94.5922456319386,151.4386742033672,240,132,10,47,224,408,142,145.7754696813469,650,33333.3333333333
23003,"aroostook, maine",ME,-479.378571428571,391.470601573586,870.8491730021569,17399,5575,314,2524,4237,16253,5889,3881.739669200863,18796,27874.4197772538
000NA,"arroyo municipio, puerto rico",NA,-378.3,187.087706327438,565.3877063274381,NA,NA,NA,NA,NA,NA,0,226.15508253097525,NA,NA
31005,"arthur, nebraska",NE,41.2909397920594,-12.6450719468994,53.9360117389588,114,50,4,0,21,136,54,53.974404695583516,32,7289.29384965831
22005,"ascension, louisiana",LA,1237.3,306.807142857143,1544.107142857143,18991,7090,804,1484,40250,14775,7894,5354.0428571428565,40002,31985.9908364718
37009,"ashe, north carolina",NC,-56.8464285714286,94.5922456319386,151.4386742033672,6463,3029,136,548,2050,6849,3165,1959.575469681347,7692,28479.3957569699
39005,"ashland, ohio",OH,-305.442857142857,145.892857142857,451.335714285714,11005,4202,392,1421,2523,9954,4594,2936.9342857142856,15177,28350.7369286235
55003,"ashland, wisconsin",WI,160.891109894961,46.775,207.666109894961,4349,767,93,505,2746,3023,860,599.0664439579843,4235,27280.3401185262
05003,"ashley, arkansas",AR,-172.05,118.642275371691,290.69227537169104,6842,1521,105,534,6419,4095,1626,1091.8769101486764,6255,31275
39007,"ashtabula, ohio",OH,-757.771428571428,171.771428571429,929.542857142857,30387,9063,745,3626,10634,18686,9808,6256.617142857143,26559,27263.4885439763
53003,"asotin, washington",WA,-56.8464285714286,93.775,150.62142857142862,5861,1388,177,320,2324,5276,1565,999.2485714285715,5749,25397.5967485421
22007,"assumption, louisiana",LA,-210.382142857143,52.0821428571429,262.4642857142859,7192,1627,153,965,7685,4036,1780,1172.9857142857143,6402,28791.1494873179
48013,"atascosa, texas",TX,204.214285714286,91.5428571428571,295.7571428571431,10581,9299,1579,831,33717,7413,10878,6645.102857142858,15461,30802.4863529506
20005,"atchison, kansas",KS,-56.8464285714286,-133.72304460247,190.5694731738986,3146,1200,62,502,1944,2766,1262,833.4277892695594,4949,30530.5367057372
29005,"atchison, missouri",MO,-59.1,-108.56254542619,167.66254542619,1200,450,51,123,191,1320,501,367.66501817047595,1823,35193.0501930502
39009,"athens, ohio",OH,-56.8464285714286,94.5922456319386,151.4386742033672,21112,3991,366,1625,6870,8514,4357,2674.7754696813467,20276,30746.8344832815
13003,"atkinson, georgia",GA,283.293540127575,-73.9342723125592,357.2278124401342,3715,1737,92,149,3675,1075,1829,1240.2911249760537,1703,20490.9156539526
34001,"atlantic, new jersey",NJ,-56.8464285714286,953.051502908871,1009.8979314802997,56746,20292,3032,12795,116938,47906,23324,14398.35917259212,89852,33951.2563763461
40005,"atoka, oklahoma",OK,211.735396701843,-24.8484164066613,236.5838131085043,4033,2292,142,353,4132,2706,2434,1555.0335252434015,4773,34549.4028230185
28007,"attala, mississippi",MS,-204.239285714286,42.4407239819011,246.6800096961871,6553,1656,175,729,8557,3539,1831,1197.2720038784748,6893,37650.2075595368
29007,"audrain, missouri",MO,-122.617857142857,-119.386732385261,242.004589528118,6926,2680,95,491,3195,4516,2775,1761.8018358112472,6924,27328.7022418693
19009,"audubon, iowa",IA,-64.1964285714286,94.5922456319386,158.78867420336718,1018,235,10,162,213,1364,245,210.51546968134687,1299,23498.5528219971
39011,"auglaize, ohio",OH,-219.410714285714,122.707142857143,342.117857142857,5945,1645,249,862,2201,8346,1894,1273.2471428571428,14476,31669.9118335558
51015,"augusta, virginia",VA,-56.8464285714286,272.725,329.5714285714286,11597,5302,265,1205,7435,15913,5567,3472.0285714285715,24698,32602.898856826
46003,"aurora, south dakota",SD,-25.0571428571429,-39.3391378456727,64.3962807028156,272,226,10,13,318,501,236,167.35851228112625,905,32825.5350018136
48015,"austin, texas",TX,200.753571428571,111.62785769254,312.381429121111,6582,4314,486,482,11471,5820,4800,3004.9525716484445,7213,24130.202060752
01001,"autauga, alabama",AL,378.466593906283,145.325,523.791593906283,12611,4345,339,1167,14479,8490,4684,3019.916637562513,19913,35789.6439547799
37011,"avery, north carolina",NC,415.037813276052,-42.9,457.937813276052,3554,2195,99,313,1995,3869,2294,1559.5751253104206,5608,32027.4129069103
22009,"avoyelles, louisiana",LA,-323.096428571429,115.064285714286,438.160714285715,14429,2737,308,1228,14323,6869,3045,2002.264285714286,13560,33510.4411219572
000NA,"añasco municipio, puerto rico",NA,-504.221428571428,75.3,579.521428571428,NA,NA,NA,NA,NA,NA,0,231.8085714285712,NA,NA
08009,"baca, colorado",CO,-33.8357142857143,55.0609728506806,88.8966871363949,1045,278,40,92,565,938,318,226.35867485455793,1086,30420.1680672269
13005,"bacon, georgia",GA,94.4564824253321,94.5922456319386,189.0487280572707,4062,1978,105,289,2981,1738,2083,1325.4194912229082,2853,25610.4129263914
48017,"bailey, texas",TX,-146.760714285714,94.5922456319386,241.35295991765258,1228,2164,78,213,4714,928,2242,1441.741183967061,1741,25173.5106998265
12003,"baker, florida",FL,-56.8464285714286,162.134474538267,218.9809031096956,5625,2894,188,219,6064,4099,3082,1936.792361243878,10787,37612.8874786429
13007,"baker, georgia",GA,-102.678991596636,94.5922456319386,197.2712372285746,1210,419,28,110,1541,922,447,347.1084948914298,343,11100.3236245955
41001,"baker, oregon",OR,-54.8677148055285,77.4035714285714,132.2712862340999,3945,1234,114,339,1606,4293,1348,861.7085144936399,3204,19912.9894344313
01003,"baldwin, alabama",AL,2959.29642857143,1009.575,3968.8714285714304,36413,20501,1280,2627,37334,44716,21781,14656.148571428574,70521,32306.2545524511
13009,"baldwin, georgia",GA,-56.8464285714286,-523.996622495149,580.8430510665777,13026,5024,284,1060,21524,7145,5308,3417.137220426631,8467,18785.4987575435
21007,"ballard, kentucky",KY,-57.875,-121.523707175184,179.398707175184,2359,405,46,316,607,1691,451,342.3594828700736,1742,22011.6249684104
24005,"baltimore, maryland",MD,1069.3,1927.89128959284,2997.19128959284,121019,43146,5760,24689,363166,142475,48906,30542.476515837134,154159,18613.8979682272
24510,"baltimore city, maryland",MD,-3977.43578219414,1421.35,5398.78578219414,171279,35525,4687,67039,437857,84559,40212,26286.714312877655,133148,22107.5457349977
45009,"bamberg, south carolina",SC,-303.850500969595,94.5922456319386,398.4427466015336,3762,1748,116,647,9089,3089,1864,1277.7770986406133,3446,24206.2377072211
48019,"bandera, texas",TX,-56.8464285714286,71.9392857142857,128.7857142857143,5038,3864,384,93,5332,6196,4248,2600.3142857142852,4226,18559.5081247255
13011,"banks, georgia",GA,-56.8464285714286,238.736737843603,295.5831664150316,4914,2572,178,201,2342,3165,2750,1768.2332665660126,3992,21121.6931216931
31007,"banner, nebraska",NE,-56.8464285714286,-6.725,63.571428571428605,102,26,0,2,58,174,26,41.028571428571446,89,13798.4496124031
16005,"bannock, idaho",ID,536.734276018105,211.307142857143,748.0414188752479,21313,6877,713,1636,14748,12418,7590,4853.216567550099,24709,28485.6240344931
26013,"baraga, michigan",MI,180.781835811285,23.6428571428571,204.4246929541421,1845,328,63,194,2275,1887,391,316.3698771816569,2652,31810.0035984167
20007,"barber, kansas",KS,-146.919618616674,94.5922456319386,241.5118642486126,1317,430,74,120,441,980,504,399.00474569944504,1211,26953.0380592032
01005,"barbour, alabama",AL,-271.503571428571,94.5922456319386,366.0958170605096,8965,2362,350,1039,13694,4777,2712,1773.638326824204,7582,30296.4916486854
54001,"barbour, west virginia",WV,-118.785714285714,62.3892857142857,181.1749999999997,4840,726,27,548,930,3317,753,524.2699999999999,5960,36027.3227346914
000NA,"barceloneta municipio, puerto rico",NA,-389.046428571429,78.6535714285714,467.7000000000004,NA,NA,NA,NA,NA,NA,0,187.08000000000015,NA,NA
38003,"barnes, north dakota",ND,-61.5464285714286,33.9785714285714,95.525,1537,475,10,251,1080,2383,485,329.21,3801,35885.5740181269
25001,"barnstable, massachusetts",MA,2694.79562055587,321.45,3016.2456205558697,25375,6615,1169,4436,24945,65068,7784,5876.898248222347,50827,23805.9998594881
45011,"barnwell, south carolina",SC,-249.192857142857,94.5922456319386,343.78510277479563,7739,2379,236,966,10456,3898,2615,1706.5140411099183,5834,27557.8649031649
000NA,"barranquitas municipio, puerto rico",NA,-477.985714285714,55.4571428571429,533.4428571428568,NA,NA,NA,NA,NA,NA,0,213.37714285714276,NA,NA
21009,"barren, kentucky",KY,-203.253571428571,183.110714285714,386.364285714285,15330,3767,548,972,4348,7682,4315,2743.545714285714,17288,39267.7054467814
55005,"barron, wisconsin",WI,95.406383322581,67.8071428571428,163.21352617972377,10268,3406,365,1122,3244,9907,3771,2327.8854104718894,16339,36162.6311362932
13013,"barrow, georgia",GA,885.671428571429,152.303571428571,1037.975,16651,12414,581,969,24711,10163,12995,8212.19,23224,28567.9139911925
26015,"barry, michigan",MI,654.665353044868,194.125,848.790353044868,8397,2553,444,718,3743,11209,2997,2137.716141217947,17286,28316.815464002
29009,"barry, missouri",MO,-310.561075888574,-55.5285714285714,366.0896473171454,10171,4449,619,530,5565,7547,5068,3187.235858926858,8025,22532.6407412607
18005,"bartholomew, indiana",IN,142.157142857143,280.035714285714,422.19285714285695,16210,6406,671,1543,16166,13396,7077,4415.0771428571425,21330,25612.3919308357
20009,"barton, kansas",KS,-284.171428571429,94.5922456319386,378.7636742033676,6855,3355,78,704,5001,5114,3433,2211.305469681347,7553,28818.3448433744
29011,"barton, missouri",MO,-185.128571428571,37.0428571428572,222.1714285714282,3778,1539,58,384,954,2439,1597,1047.0685714285712,3417,29125.4688032731
13015,"bartow, georgia",GA,562.289285714286,213.278571428571,775.5678571428571,23521,15672,825,1399,25756,14830,16497,10208.427142857141,26251,24659.0140527542
48021,"bastrop, texas",TX,1309.54285714286,629.527472527494,1939.0703296703539,16865,14838,1105,1025,42740,12999,15943,10341.42813186814,26233,30208.7771623349
29013,"bates, missouri",MO,-143.428571428571,26.0498523823917,169.47842381096268,4202,1517,259,450,1068,3181,1776,1133.391369524385,4490,27576.4648077632
21011,"bath, kentucky",KY,209.59521690011,94.5922456319386,304.1874625320486,4275,829,54,412,613,2042,883,651.4749850128194,4646,37404.3957813381
51017,"bath, virginia",VA,-64.8107142857143,94.5922456319386,159.40295991765288,1339,403,22,52,348,1139,425,318.76118396706113,1091,25682.6741996234
05005,"baxter, arkansas",AR,-268.882174551487,258.944069166129,527.8262437176161,10219,2390,383,866,2808,12998,2773,1874.9304974870465,10739,25769.6830081828
12005,"bay, florida",FL,737.95,154.425,892.375,38112,23753,1938,3993,43555,31522,25691,15771.55,55836,31006.908194318
26017,"bay, michigan",MI,-940.428571428572,232.032142857143,1172.460714285715,24628,6065,326,3153,10621,20944,6391,4303.584285714286,32150,31061.0012946109
000NA,"bayamón municipio, puerto rico",NA,-2769.48214285714,511.557142857143,3281.039285714283,NA,NA,NA,NA,NA,NA,0,1312.4157142857132,NA,NA
55007,"bayfield, wisconsin",WI,229.652068519725,-20.7382999353686,250.3903684550936,3099,862,151,260,2360,4223,1013,707.9561473820374,4443,29447.2428419936
48023,"baylor, texas",TX,-56.8464285714286,94.5922456319386,151.4386742033672,762,512,41,46,706,889,553,392.3754696813469,910,25561.797752809
46005,"beadle, south dakota",SD,139.960714285714,-117.248561732387,257.20927601810104,4538,1675,355,325,4417,3371,2030,1320.8837104072404,5705,31110.2628421856
16007,"bear lake, idaho",ID,136.511974789923,24.8137974590063,161.3257722489293,1498,352,62,111,439,1247,414,312.9303088995717,1170,19326.0654112983
37013,"beaufort, north carolina",NC,-260.357142857143,-157.035552682632,417.392695539775,13463,5558,330,1282,16172,11194,5888,3699.7570782159096,16239,34433.8422391858
45013,"beaufort, south carolina",SC,1940.75714285714,525.060714285714,2465.817857142854,31202,17137,1035,3207,60626,51621,18172,11889.52714285714,43530,22942.8878628803
22011,"beauregard, louisiana",LA,-191.657150622457,97.8821428571429,289.5392934795999,9553,3227,240,860,7345,5880,3467,2196.0157173918396,10652,28491.1867761521
40007,"beaver, oklahoma",OK,-57.0964285714286,94.5922456319386,151.6886742033672,1116,685,36,37,1562,1022,721,493.27546968134686,1200,22530.9800976342
42007,"beaver, pennsylvania",PA,-761.185714285714,417.953571428571,1179.139285714285,28766,6242,693,5824,18205,35351,6935,4632.655714285714,49883,30272.30081138
49001,"beaver, utah",UT,105.489285714286,94.5922456319386,200.0815313462246,752,673,53,46,1033,967,726,515.6326125384899,754,11434.6375492872
30001,"beaverhead, montana",MT,-56.8464285714286,43.7642857142857,100.6107142857143,2446,550,47,88,939,2106,597,398.4442857142857,2492,26359.213031521
27005,"becker, minnesota",MN,120.446428571429,200.363942857832,320.810371429261,6790,2340,319,608,4937,7099,2659,1723.7241485717043,9244,27007.9177257721
40009,"beckham, oklahoma",OK,-607.57910471884,94.5922456319386,702.1713503507785,5589,2628,275,457,5470,2985,2903,2022.6685401403115,7345,33600.1829826167
42009,"bedford, pennsylvania",PA,-197.121428571429,108.967857142857,306.089285714286,10130,3310,217,961,1672,10950,3527,2238.635714285714,12924,26838.8918885243
47003,"bedford, tennessee",TN,161.235714285714,229.944731738848,391.180446024562,11870,5498,543,690,11532,7275,6041,3781.0721784098246,14961,30571.9598667675
51019,"bedford, virginia",VA,602.842857142857,231.046428571429,833.8892857142861,11169,4981,497,864,10180,16982,5478,3620.3557142857144,22492,28483.5053504717
48025,"bee, texas",TX,-731.69841055572,289.189731128514,1020.8881416842339,7620,4624,365,572,22513,4001,4989,3401.7552566736936,10480,32138.3667085774
33001,"belknap, new hampshire",NH,558.223157724657,96.5357142857143,654.7588720103713,8364,4011,407,982,3325,13485,4418,2912.7035488041483,15795,25819.7927223984
21013,"bell, kentucky",KY,-266.971428571429,94.5922456319386,361.56367420336755,11683,1456,171,1086,1560,4925,1627,1120.825469681347,11139,42151.6688110195
